Origin_airport,Destination_airport,Origin_city,Destination_city,Flights,Distance,Origin_lat,Origin_long,Flight_duration,Destination_lat,Destination_long
RNC,RPR,Ranchi,Raipur,77,438,23.3441,85.3095,0.5475,21.2514,81.6296
RNC,BBI,Ranchi,Bhubaneswar,43,344,23.3441,85.3095,0.43,20.2961,85.8245
RNC,CCU,Ranchi,Kolkata,44,329,23.3441,85.3095,0.41125,22.5726,88.3639
RNC,IXB,Ranchi,Bagdogra,97,481,23.3441,85.3095,0.60125,26.677,88.3282
RNC,HYD,Ranchi,Hyderabad,30,985,23.3441,85.3095,1.23125,17.385,78.4867
BBI,IXJ,Bhubaneswar,Jammu,28,1758,20.2961,85.8245,2.1975,32.69,74.84
BBI,ATQ,Bhubaneswar,Amritsar,89,1680,20.2961,85.8245,2.1,31.71,74.8
BBI,IXC,Bhubaneswar,Chandigarh,57,1468,20.2961,85.8245,1.835,30.67,76.79
BBI,DED,Bhubaneswar,Dehradun,58,1343,20.2961,85.8245,1.67875,30.19,78.18
BBI,DEL,Bhubaneswar,Delhi,28,1276,20.2961,85.8245,1.595,28.56,77.1
BBI,JAI,Bhubaneswar,Jaipur,31,1254,20.2961,85.8245,1.5675,26.82,75.8
BBI,UDR,Bhubaneswar,Udaipur,89,1319,20.2961,85.8245,1.64875,24.58,73.68
BBI,AMD,Bhubaneswar,Ahmedabad,85,1400,20.2961,85.8245,1.75,23.03,72.58
BBI,BOM,Bhubaneswar,Mumbai,69,1364,20.2961,85.8245,1.705,19.08,72.88
BBI,PNQ,Bhubaneswar,Pune,73,1263,20.2961,85.8245,1.57875,18.52,73.85
BBI,GOI,Bhubaneswar,Goa,28,1379,20.2961,85.8245,1.72375,15.2993,74.124
BBI,LKO,Bhubaneswar,Lucknow,65,880,20.2961,85.8245,1.1,26.85,80.91
BBI,VNS,Bhubaneswar,Varanasi,49,652,20.2961,85.8245,0.815,25.3176,82.9739
BBI,PAT,Bhubaneswar,Patna,59,597,20.2961,85.8245,0.74625,25.5941,85.1376
BBI,RPR,Bhubaneswar,Raipur,67,437,20.2961,85.8245,0.54625,21.2514,81.6296
BBI,RNC,Bhubaneswar,Ranchi,58,344,20.2961,85.8245,0.43,23.3441,85.3095
BBI,CCU,Bhubaneswar,Kolkata,28,381,20.2961,85.8245,0.47625,22.5726,88.3639
BBI,IXB,Bhubaneswar,Bagdogra,57,758,20.2961,85.8245,0.9475,26.677,88.3282
BBI,HYD,Bhubaneswar,Hyderabad,48,847,20.2961,85.8245,1.05875,17.385,78.4867
CCU,IXJ,Kolkata,Jammu,78,1740,22.5726,88.3639,2.175,32.69,74.84
CCU,ATQ,Kolkata,Amritsar,94,1682,22.5726,88.3639,2.1025,31.71,74.8
CCU,IXC,Kolkata,Chandigarh,75,1460,22.5726,88.3639,1.825,30.67,76.79
CCU,DED,Kolkata,Dehradun,37,1320,22.5726,88.3639,1.65,30.19,78.18
CCU,DEL,Kolkata,Delhi,29,1313,22.5726,88.3639,1.64125,28.56,77.1
CCU,JAI,Kolkata,Jaipur,63,1358,22.5726,88.3639,1.6975,26.82,75.8
CCU,UDR,Kolkata,Udaipur,27,1500,22.5726,88.3639,1.875,24.58,73.68
CCU,AMD,Kolkata,Ahmedabad,27,1623,22.5726,88.3639,2.02875,23.03,72.58
CCU,BOM,Kolkata,Mumbai,96,1668,22.5726,88.3639,2.085,19.08,72.88
CCU,PNQ,Kolkata,Pune,99,1579,22.5726,88.3639,1.97375,18.52,73.85
CCU,GOI,Kolkata,Goa,46,1735,22.5726,88.3639,2.16875,15.2993,74.124
CCU,LKO,Kolkata,Lucknow,90,889,22.5726,88.3639,1.11125,26.85,80.91
CCU,VNS,Kolkata,Varanasi,51,647,22.5726,88.3639,0.80875,25.3176,82.9739
CCU,PAT,Kolkata,Patna,34,471,22.5726,88.3639,0.58875,25.5941,85.1376
CCU,RPR,Kolkata,Raipur,42,712,22.5726,88.3639,0.89,21.2514,81.6296
CCU,RNC,Kolkata,Ranchi,95,329,22.5726,88.3639,0.41125,23.3441,85.3095
CCU,BBI,Kolkata,Bhubaneswar,77,381,22.5726,88.3639,0.47625,20.2961,85.8245
CCU,IXB,Kolkata,Bagdogra,25,446,22.5726,88.3639,0.5575,26.677,88.3282
CCU,HYD,Kolkata,Hyderabad,85,1207,22.5726,88.3639,1.50875,17.385,78.4867
IXB,IXJ,Bagdogra,Jammu,28,1464,26.677,88.3282,1.83,32.69,74.84
IXB,ATQ,Bagdogra,Amritsar,84,1428,26.677,88.3282,1.785,31.71,74.8
IXB,IXC,Bagdogra,Chandigarh,44,1211,26.677,88.3282,1.51375,30.67,76.79
IXB,DED,Bagdogra,Dehradun,24,1067,26.677,88.3282,1.33375,30.19,78.18
IXB,DEL,Bagdogra,Delhi,67,1127,26.677,88.3282,1.40875,28.56,77.1
IXB,JAI,Bagdogra,Jaipur,98,1245,26.677,88.3282,1.55625,26.82,75.8
IXB,UDR,Bagdogra,Udaipur,84,1466,26.677,88.3282,1.8325,24.58,73.68
IXB,AMD,Bagdogra,Ahmedabad,79,1634,26.677,88.3282,2.0425,23.03,72.58
IXB,BOM,Bagdogra,Mumbai,63,1793,26.677,88.3282,2.24125,19.08,72.88
IXB,PNQ,Bagdogra,Pune,77,1729,26.677,88.3282,2.16125,18.52,73.85
IXB,GOI,Bagdogra,Goa,86,1996,26.677,88.3282,2.495,15.2993,74.124
IXB,LKO,Bagdogra,Lucknow,97,740,26.677,88.3282,0.925,26.85,80.91
IXB,VNS,Bagdogra,Varanasi,73,564,26.677,88.3282,0.705,25.3176,82.9739
IXB,PAT,Bagdogra,Patna,86,346,26.677,88.3282,0.4325,25.5941,85.1376
IXB,RPR,Bagdogra,Raipur,36,906,26.677,88.3282,1.1325,21.2514,81.6296
IXB,RNC,Bagdogra,Ranchi,93,481,26.677,88.3282,0.60125,23.3441,85.3095
IXB,BBI,Bagdogra,Bhubaneswar,40,758,26.677,88.3282,0.9475,20.2961,85.8245
IXB,CCU,Bagdogra,Kolkata,65,446,26.677,88.3282,0.5575,22.5726,88.3639
IXB,HYD,Bagdogra,Hyderabad,94,1461,26.677,88.3282,1.82625,17.385,78.4867
HYD,IXJ,Hyderabad,Jammu,98,1749,17.385,78.4867,2.18625,32.69,74.84
HYD,ATQ,Hyderabad,Amritsar,89,1644,17.385,78.4867,2.055,31.71,74.8
HYD,IXC,Hyderabad,Chandigarh,100,1497,17.385,78.4867,1.87125,30.67,76.79
HYD,DED,Hyderabad,Dehradun,84,1434,17.385,78.4867,1.7925,30.19,78.18
HYD,DEL,Hyderabad,Delhi,45,1262,17.385,78.4867,1.5775,28.56,77.1
HYD,JAI,Hyderabad,Jaipur,72,1095,17.385,78.4867,1.36875,26.82,75.8
HYD,UDR,Hyderabad,Udaipur,29,943,17.385,78.4867,1.17875,24.58,73.68
HYD,AMD,Hyderabad,Ahmedabad,59,885,17.385,78.4867,1.10625,23.03,72.58
HYD,BOM,Hyderabad,Mumbai,67,623,17.385,78.4867,0.77875,19.08,72.88
HYD,PNQ,Hyderabad,Pune,45,500,17.385,78.4867,0.625,18.52,73.85
HYD,GOI,Hyderabad,Goa,82,533,17.385,78.4867,0.66625,15.2993,74.124
HYD,LKO,Hyderabad,Lucknow,86,1084,17.385,78.4867,1.355,26.85,80.91
HYD,VNS,Hyderabad,Varanasi,71,1018,17.385,78.4867,1.2725,25.3176,82.9739
HYD,PAT,Hyderabad,Patna,85,1153,17.385,78.4867,1.44125,25.5941,85.1376
HYD,RPR,Hyderabad,Raipur,83,558,17.385,78.4867,0.6975,21.2514,81.6296
HYD,RNC,Hyderabad,Ranchi,30,985,17.385,78.4867,1.23125,23.3441,85.3095
HYD,BBI,Hyderabad,Bhubaneswar,62,847,17.385,78.4867,1.05875,20.2961,85.8245
HYD,CCU,Hyderabad,Kolkata,41,1207,17.385,78.4867,1.50875,22.5726,88.3639
HYD,IXB,Hyderabad,Bagdogra,70,1461,17.385,78.4867,1.82625,26.677,88.3282
